Publication ID,Title,Year,Publication Type,Publication URL,Journal Name,Researcher ID,Journal ID
8970,Off-Market Buybacks in Australia: Evidence of Abnormal Trading around Key Dates.,2014,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/off-market-buybacks-in-australia-evidence-of-abnormal-trading-aro,International Review of Finance,1,1196
8971,Perceptions of reputation drivers: evidence from Australian non-accredited business schools,2022,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/perceptions-of-reputation-drivers-evidence-from-australian-non-ac,Higher Education Research and Development,1,
8972,Transnational Education: is it a reputation driver?,2019,Contribution to conference,https://research-repository.uwa.edu.au/en/publications/transnational-education-is-it-a-reputation-driver,,1,
8973,Perceptions of reputation drivers in business schools: a study of two Australian non-accredited business schools,2017,Thesis,https://research-repository.uwa.edu.au/en/publications/perceptions-of-reputation-drivers-in-business-schools-a-study-of-,,1,
8974,The impact of total quality management adoption on small and medium enterprises' financial performance,2012,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-impact-of-total-quality-management-adoption-on-small-and-medi,Accounting and Finance,1,16
8975,From extraordinary to ordinary: how Moody’s acquisition made ESG mainstream in credit ratings,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/from-extraordinary-to-ordinary-how-moodys-acquisition-made-esg-ma,Journal of Accounting Literature,1,1251
8976,How is Trading Behavior in Commodity Futures Affected by the 52-Week High and Low?,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/how-is-trading-behavior-in-commodity-futures-affected-by-the-52-w,Journal of Behavioral Finance,1,1302
8977,Investigating proxies for retail investor attention in financial markets,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/investigating-proxies-for-retail-investor-attention-in-financial-,Accounting and Finance,1,16
8978,The effect of currency risk on crypto asset utilization in Türkiye,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-effect-of-currency-risk-on-crypto-asset-utilization-in-t%C3%BCrkiy,Emerging Markets Review,1,631
8979,"US Presidential news coverage: Risk, uncertainty and stocks",2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/us-presidential-news-coverage-risk-uncertainty-and-stocks,International Review of Economics and Finance,1,1192
8980,Are stablecoins the money market mutual funds of the future?,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/are-stablecoins-the-money-market-mutual-funds-of-the-future,Journal of Empirical Finance,1,1440
8981,Cryptocurrency as an alternative inflation hedge?,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/cryptocurrency-as-an-alternative-inflation-hedge,Accounting & Finance,1,16
8982,Digging deeper - Is bitcoin digital gold? A mining perspective,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/digging-deeper-is-bitcoin-digital-gold-a-mining-perspective,Journal of Commodity Markets,1,1342
8983,Flight-to-Quality - Money Market Mutual Funds and Stablecoins During the March 2023 Banking Crisis,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/flight-to-quality-money-market-mutual-funds-and-stablecoins-durin,Economics Letters,1,603
8984,Nonstandard Errors,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/nonstandard-errors,Journal of Finance,1,897
8985,Stock market liquidity during crisis periods: Australian evidence,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/stock-market-liquidity-during-crisis-periods-australian-evidence,Accounting & Finance,1,16
8986,The influence of uncertainty on commodity futures returns and trading behaviour,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-influence-of-uncertainty-on-commodity-futures-returns-and-tra,Quarterly Review of Economics and Finance,1,2199
8987,The relevance of dark trading for information acquisition in the German stock market,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-relevance-of-dark-trading-for-information-acquisition-in-the-,Finance Research Letters,1,757
8988,Classification of RBA monetary policy announcements using ChatGPT,2023,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/classification-of-rba-monetary-policy-announcements-using-chatgpt,Finance Research Letters,1,757
8989,Lost in translation. When sentiment metrics for one market are derived from two different languages,2023,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/lost-in-translation-when-sentiment-metrics-for-one-market-are-der,Journal of Behavioral and Experimental Finance,1,1300
8990,Short interest and the stock market relation with news sentiment from traditional and social media sources,2023,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/short-interest-and-the-stock-market-relation-with-news-sentiment-,Australian Economic Papers,1,260
8991,Investor attention and cryptocurrency price crash risk: A quantile regression approach,2022,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/investor-attention-and-cryptocurrency-price-crash-risk-a-quantile,Studies in Economics and Finance,1,2434
8992,Investor attention in cryptocurrency markets,2022,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/investor-attention-in-cryptocurrency-markets,International Review of Financial Analysis,1,1197
8993,One session options: Playing the announcement lottery?,2022,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/one-session-options-playing-the-announcement-lottery,Journal of Futures Markets,1,2526
8994,Spreading the fear: The central role of CBOE VIX in global stock market uncertainty,2022,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/spreading-the-fear-the-central-role-of-cboe-vix-in-global-stock-m,Global Finance Journal,1,811
8995,The influence of policy uncertainty on exchange rate forecasting,2022,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-influence-of-policy-uncertainty-on-exchange-rate-forecasting,Journal of Forecasting,1,1494
8996,Trading Behavior in Agricultural Commodity Futures around the 52-Week High,2022,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/trading-behavior-in-agricultural-commodity-futures-around-the-52-,Commodities,1,
8997,Trading behavior in bitcoin futures: Following the “smart money”,2022,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/trading-behavior-in-bitcoin-futures-following-the-smart-money,Journal of Futures Markets,1,2526
8998,Geopolitical risk and volatility spillovers in oil and stock markets,2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/geopolitical-risk-and-volatility-spillovers-in-oil-and-stock-mark,Quarterly Review of Economics and Finance,1,2199
8999,Investor attention and global market returns during the COVID-19 crisis,2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/investor-attention-and-global-market-returns-during-the-covid-19-,International Review of Financial Analysis,1,1197
9000,Investor attention and the response of US stock market sectors to the COVID-19 crisis,2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/investor-attention-and-the-response-of-us-stock-market-sectors-to,Review of Behavioral Finance,1,2248
9001,Macroeconomic news and treasury futures return volatility: Do treasury auctions matter?,2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/macroeconomic-news-and-treasury-futures-return-volatility-do-trea,Global Finance Journal,1,811
9002,Non-Standard Errors,2021,Working paper,https://research-repository.uwa.edu.au/en/publications/non-standard-errors,,1,
9003,Policy uncertainty in Australian financial markets,2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/policy-uncertainty-in-australian-financial-markets,Australian Journal of Management,1,274
9004,The effect of treasury auctions on 10-year Treasury note futures,2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-effect-of-treasury-auctions-on-10-year-treasury-note-futures,Accounting and Finance,1,16
9005,Volatility spillovers among cryptocurrencies,2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/volatility-spillovers-among-cryptocurrencies,Journal of risk and financial management,1,1752
9006,Examining the relationship between policy uncertainty and market uncertainty across the G7,2020,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/examining-the-relationship-between-policy-uncertainty-and-market-,International Review of Financial Analysis,1,1197
9007,Hedging geopolitical risk with precious metals,2020,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/hedging-geopolitical-risk-with-precious-metals,Journal of Banking and Finance,1,1296
9008,News sentiment as an explanation for changes in the VIX futures basis,2020,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/news-sentiment-as-an-explanation-for-changes-in-the-vix-futures-b,Journal of Investing,1,1601
9009,One Cryptocurrency to Explain Them All? Understanding the Importance of Bitcoin in Cryptocurrency Returns,2020,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/one-cryptocurrency-to-explain-them-all-understanding-the-importan,Economic Papers,1,211
9010,Bitcoin as a safe haven: Is it even worth considering?,2019,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/bitcoin-as-a-safe-haven-is-it-even-worth-considering,Finance Research Letters,1,757
9011,"Slopes, spreads, and depth: Monetary policy announcements and liquidity provision in the energy futures market",2019,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/slopes-spreads-and-depth-monetary-policy-announcements-and-liquid,International Review of Economics and Finance,1,1192
9012,The influence of investor sentiment on the monetary policy announcement liquidity response in precious metal markets,2019,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-influence-of-investor-sentiment-on-the-monetary-policy-announ,"Journal of International Financial Markets, Institutions and Money",1,1587
9013,Trading Behavior and Monetary Policy News,2018,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/trading-behavior-and-monetary-policy-news,Journal of Behavioral Finance,1,1302
9014,A game theory model of regulatory response to insider trading,2017,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/a-game-theory-model-of-regulatory-response-to-insider-trading,Applied Economics Letters,1,161
9015,Commodity market volatility in the presence of U.S. and Chinese macroeconomic news,2017,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/commodity-market-volatility-in-the-presence-of-us-and-chinese-mac,Journal of Commodity Markets,1,1342
9016,Does more complex language in FOMC decisions impact financial markets?,2017,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/does-more-complex-language-in-fomc-decisions-impact-financial-mar,"Journal of International Financial Markets, Institutions and Money",1,1587
9017,Effect of investor fear on Australian financial markets,2017,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/effect-of-investor-fear-on-australian-financial-markets,Applied Economics Letters,1,161
9018,The importance of fear: investor sentiment and stock market returns,2017,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-importance-of-fear-investor-sentiment-and-stock-market-return,Applied Economics,1,160
9019,The Validity of Investor Sentiment Proxies,2017,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-validity-of-investor-sentiment-proxies,International Review of Finance,1,1196
9020,Understanding the impact of monetary policy announcements: The importance of language and surprises,2017,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/understanding-the-impact-of-monetary-policy-announcements-the-imp,Journal of Banking and Finance,1,1296
9021,“Brexit”: A Case Study in the Relationship Between Political and Financial Market Uncertainty,2017,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/brexit-a-case-study-in-the-relationship-between-political-and-fin,International Review of Finance,1,1196
9022,(Unusual) weather and stock returns—I am not in the mood for mood: further evidence from international markets,2016,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/unusual-weather-and-stock-returnsi-am-not-in-the-mood-for-mood-fu,Financial Markets and Portfolio Management,1,762
9023,FX Market Returns and Their Relationship to Investor Fear,2016,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/fx-market-returns-and-their-relationship-to-investor-fear,International Review of Finance,1,1196
9024,Melancholia and Japanese stock returns – 2003 to 2012,2016,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/melancholia-and-japanese-stock-returns-2003-to-2012,Pacific Basin Finance Journal,1,2095
9025,News sentiment and bank credit risk,2016,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/news-sentiment-and-bank-credit-risk,Journal of Empirical Finance,1,1440
9026,Order aggressiveness of different broker-types in response to monetary policy news,2016,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/order-aggressiveness-of-different-broker-types-in-response-to-mon,Pacific Basin Finance Journal,1,2095
9027,Risk-on/Risk-off: Financial market response to investor fear,2016,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/risk-onrisk-off-financial-market-response-to-investor-fear,Finance Research Letters,1,757
9028,The influence of FOMC member characteristics on the monetary policy decision-making process,2016,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-influence-of-fomc-member-characteristics-on-the-monetary-poli,Journal of Banking and Finance,1,1296
9029,The role of political uncertainty in Australian financial markets,2016,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-role-of-political-uncertainty-in-australian-financial-markets,Accounting and Finance,1,16
9030,"Time-varying relationship of news sentiment, implied volatility and stock returns",2016,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/time-varying-relationship-of-news-sentiment-implied-volatility-an,Applied Economics,1,160
9031,Trading behavior in S & P 500 index futures,2016,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/trading-behavior-in-s-amp-p-500-index-futures,Review of Financial Economics,1,2261
9032,Asymmetric volatility response to news sentiment in gold futures,2015,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/asymmetric-volatility-response-to-news-sentiment-in-gold-futures,"Journal of International Financial Markets, Institutions and Money",1,1587
9033,Better the devil you know: The influence of political incumbency on Australian financial market uncertainty,2015,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/better-the-devil-you-know-the-influence-of-political-incumbency-o,Research in International Business and Finance,1,2229
9034,Examining the impact of macroeconomic announcements on gold futures in a VAR-GARCH framework,2015,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/examining-the-impact-of-macroeconomic-announcements-on-gold-futur,Applied Economics Letters,1,161
9035,The importance of belief dispersion in the response of gold futures to macroeconomic announcements,2015,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-importance-of-belief-dispersion-in-the-response-of-gold-futur,International Review of Financial Analysis,1,1197
9036,Time-variation in the impact of news sentiment,2015,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/time-variation-in-the-impact-of-news-sentiment,International Review of Financial Analysis,1,1197
9037,News sentiment and the investor fear gauge,2014,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/news-sentiment-and-the-investor-fear-gauge,Finance Research Letters,1,757
9038,News sentiment in the gold futures market,2014,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/news-sentiment-in-the-gold-futures-market,Journal of Banking and Finance,1,1296
9039,Non-scheduled news arrival and high-frequency stock market dynamics. Evidence from the Australian Securities Exchange,2014,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/non-scheduled-news-arrival-and-high-frequency-stock-market-dynami,Research in International Business and Finance,1,2229
9040,Political uncertainty and financial market uncertainty in an Australian context,2014,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/political-uncertainty-and-financial-market-uncertainty-in-an-aust,"Journal of International Financial Markets, Institutions and Money",1,1587
9041,Reaction to nonscheduled news during financial crisis: Australian evidence,2014,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/reaction-to-nonscheduled-news-during-financial-crisis-australian-,Applied Economics Letters,1,161
9042,The relationship between financial asset returns and the well-being of US households,2014,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-relationship-between-financial-asset-returns-and-the-well-bei,Applied Economics Letters,1,161
9043,Bond futures and order imbalance. Examining international linkages.,2013,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/bond-futures-and-order-imbalance-examining-international-linkages,"Journal of International Financial Markets, Institutions and Money",1,1587
9044,Impact of macroeconomic announcements on interest rate futures: High-frequency evidence from Australia,2013,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/impact-of-macroeconomic-announcements-on-interest-rate-futures-hi,Journal of Financial Research,1,1486
9045,The determinants of RBA target rate decisions: A choice modelling approach,2013,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-determinants-of-rba-target-rate-decisions-a-choice-modelling-,Economic Record,1,2489
9046,30-Day Interbank futures: Investigating the process of price discovery following RBA cash target rate announcements,2012,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/30-day-interbank-futures-investigating-the-process-of-price-disco,"Journal of International Financial Markets, Institutions and Money",1,1587
9047,"Order imbalance, market returns and macroeconomic news. Evidence from the Australian interest rate futures market.",2012,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/order-imbalance-market-returns-and-macroeconomic-news-evidence-fr,Research in International Business and Finance,1,2229
9048,RBA monetary policy communication: The response of Australian interest rate futures to changes in RBA monetary policy,2012,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/rba-monetary-policy-communication-the-response-of-australian-inte,Pacific Basin Finance Journal,1,2095
9049,Examining the effect of RBA target rate news on the interest rate futures market,2011,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/examining-the-effect-of-rba-target-rate-news-on-the-interest-rate,International Research Journal of Finance and Economics,1,1055
9050,Determinants of ESG Disclosure among Listed Firms under Voluntary and Mandatory ESG Disclosure Regimes in Hong Kong,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/determinants-of-esg-disclosure-among-listed-firms-under-voluntary,Journal of Applied Accounting Research,1,1270
9051,"Stakeholder responses to mandating environmental, social and governance reporting in Hong Kong",2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/stakeholder-responses-to-mandating-environmental-social-and-gover,China Journal of Accounting Research,1,401
9052,"The impact of environmental, social and governance (ESG) disclosure on firm financial performance: evidence from Hong Kong",2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-impact-of-environmental-social-and-governance-esg-disclosure-,Asian Review of Accounting,1,227
9053,The Evolution of ESG Reporting in Hong Kong,2022,Thesis,https://research-repository.uwa.edu.au/en/publications/the-evolution-of-esg-reporting-in-hong-kong,,1,
9054,Anticorruption and Capital Market Pricing Efficiency: Evidence From China,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/anticorruption-and-capital-market-pricing-efficiency-evidence-fro,Economics and Politics,1,595
9055,Board risk committees and risk factor disclosures tone,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/board-risk-committees-and-risk-factor-disclosures-tone,British Accounting Review,1,317
9056,Climate Risk and Stock Price Crash: The Role of Text-Based Carbon Disclosure,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/climate-risk-and-stock-price-crash-the-role-of-text-based-carbon-,Accounting & Finance,1,16
9057,Discretionary tone in reward-based crowdfunding: Do project owners talk their way to success?,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/discretionary-tone-in-reward-based-crowdfunding-do-project-owners,The British Accounting Review,1,317
9058,Does ESG rating divergence affect the cost of corporate debt?,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/does-esg-rating-divergence-affect-the-cost-of-corporate-debt,Accounting and Finance,1,16
9059,Does Tax‐Aggressive Behavior Motivate More CSR Engagement?,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/does-taxaggressive-behavior-motivate-more-csr-engagement,Economics & Politics,1,595
9060,Do overpaid dividends drive stock price crash risk?,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/do-overpaid-dividends-drive-stock-price-crash-risk,Economics & Politics,1,595
9061,Do students have satisfying educational experiences at sustainable universities? Evidence from Australian universities,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/do-students-have-satisfying-educational-experiences-at-sustainabl,The British Accounting Review,1,317
9062,Green credit and bank’s risk-taking: evidence from China,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/green-credit-and-banks-risk-taking-evidence-from-china,International Journal of Managerial Finance,1,1111
9063,Impact of D&O Insurance on the Disciplinary Effects of Litigation: Insights From China's Special Representative Litigation,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/impact-of-dampo-insurance-on-the-disciplinary-effects-of-litigati,Corporate Governance: An International Review,1,484
9064,The effect of CSR assurance on subsequent corporate greenwashing: Suggestion acquisition or opinion shopping?,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-effect-of-csr-assurance-on-subsequent-corporate-greenwashing-,British Accounting Review,1,317
9065,The greening power of networks: Spillover effect of environmental penalties in director networks,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-greening-power-of-networks-spillover-effect-of-environmental-,Journal of Environmental Management,1,1454
9066,The impact of comment letters on audit fees: Evidence from spillover effect,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-impact-of-comment-letters-on-audit-fees-evidence-from-spillov,Economics & Politics,1,595
9067,Does corporate digitalisation moderate real earnings management?,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/does-corporate-digitalisation-moderate-real-earnings-management,Accounting & Finance,1,16
9068,Does cybersecurity risk stifle corporate innovation activities?,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/does-cybersecurity-risk-stifle-corporate-innovation-activities,International Review of Financial Analysis,1,1197
9069,Leveraging corporate digitalization for green technology innovation: The mediating role of resource endowments,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/leveraging-corporate-digitalization-for-green-technology-innovati,Technovation,1,2463
9070,Managerial ownership and financial distress: evidence from the Chinese stock market,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/managerial-ownership-and-financial-distress-evidence-from-the-chi,International Journal of Managerial Finance,1,1111
9071,Social capital and cost of debt: Evidence from Chinese CEO network centrality,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/social-capital-and-cost-of-debt-evidence-from-chinese-ceo-network,Emerging Markets Review,1,631
9072,What accounts for the effect of sustainability engagement on stock price crash risk during the COVID-19 pandemic—Agency theory or legitimacy theory?,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/what-accounts-for-the-effect-of-sustainability-engagement-on-stoc,International Review of Financial Analysis,1,1197
9073,Analyst forecast quality and corporate social responsibility: The mediation effect of corporate governance,2023,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/analyst-forecast-quality-and-corporate-social-responsibility-the-,Meditari Accountancy Research,1,1990
9074,CEO social capital and litigation risk,2023,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/ceo-social-capital-and-litigation-risk,Finance Research Letters,1,757
9075,Corporate governance and innovation investment in publicly listed firms: the moderating effect of ownership type and legal jurisdiction,2023,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/corporate-governance-and-innovation-investment-in-publicly-listed,International Journal of Managerial Finance,1,1111
9076,Customer information disclosure and corporate financing constraints,2023,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/customer-information-disclosure-and-corporate-financing-constrain,International Review of Financial Analysis,1,1197
9077,Does the Achilles heel of guarantee networks drive financial distress?,2023,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/does-the-achilles-heel-of-guarantee-networks-drive-financial-dist,International Review of Financial Analysis,1,1197
9078,Spatial variability and temporal patterns of internal price of carbon: A transitional management perspective,2023,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/spatial-variability-and-temporal-patterns-of-internal-price-of-ca,Meditari Accountancy Research,1,1990
9079,The influence of corporate governance on the performance of family-controlled firms: Exploring the effects of legal jurisdiction,2023,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-influence-of-corporate-governance-on-the-performance-of-famil,International Journal of Managerial Finance,1,1111
9080,Do auditors price litigious tone?,2022,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/do-auditors-price-litigious-tone,Accounting & Finance,1,16
9081,Does sustainability reporting promote university ranking? Australian and New Zealand evidence,2022,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/does-sustainability-reporting-promote-university-ranking-australi,Meditari Accountancy Research,1,1990
9082,"Other comprehensive income, corporate governance, and firm performance in China",2022,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/other-comprehensive-income-corporate-governance-and-firm-performa,Managerial and Decision Economics,1,1959
9083,The mediating role of corporate social responsibility in corporate governance and firm performance,2022,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-mediating-role-of-corporate-social-responsibility-in-corporat,Journal of Cleaner Production,1,1339
9084,Web-Crawling Architecture in Accounting and Finance Research,2022,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/web-crawling-architecture-in-accounting-and-finance-research,Journal of Computer Information Systems,1,1354
9085,Can CSR Disclosure Protect Firm Reputation During Financial Restatements?,2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/can-csr-disclosure-protect-firm-reputation-during-financial-resta,Journal of Business Ethics,1,1319
9086,Digital corporate reporting and value relevance: evidence from the US and Japan,2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/digital-corporate-reporting-and-value-relevance-evidence-from-the,International Journal of Managerial Finance,1,1111
9087,Information processing costs and stock price informativeness: Evidence from the XBRL mandate,2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/information-processing-costs-and-stock-price-informativeness-evid,Australian Journal of Management,1,274
9088,"Managerial ownership, audit committees and non-audit services",2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/managerial-ownership-audit-committees-and-non-audit-services,Australian Journal of Management,1,274
9089,Other comprehensive income reporting and earnings management: Evidence from China,2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/other-comprehensive-income-reporting-and-earnings-management-evid,Accounting Forum,1,22
9090,The impact of managerial ownership on carbon transparency: Australian evidence,2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-impact-of-managerial-ownership-on-carbon-transparency-austral,Journal of Cleaner Production,1,1339
9091,Litigation risk and firm performance: The effect of internal and external corporate governance,2020,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/litigation-risk-and-firm-performance-the-effect-of-internal-and-e,Corporate Governance: An International Review,1,484
9092,Signaling through corporate philanthropy,2020,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/signaling-through-corporate-philanthropy,Pacific-Basin Finance Journal,1,2095
9093,Do corporate governance and disclosure tone drive voluntary disclosure of related-party transactions in China?,2019,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/do-corporate-governance-and-disclosure-tone-drive-voluntary-discl,"Journal of International Accounting, Auditing and Taxation",1,1572
9094,"Managerial ownership, audit firm size, and audit fees: Australian evidence",2019,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/managerial-ownership-audit-firm-size-and-audit-fees-australian-ev,"Journal of International Accounting, Auditing and Taxation",1,1572
9095,"Managerial ownership, board independence and firm performance",2019,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/managerial-ownership-board-independence-and-firm-performance,Accounting Research Journal,1,29
9096,Governance and performance in China’s real estate sector,2016,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/governance-and-performance-in-chinas-real-estate-sector,Managerial Finance,1,1961
9097,The effect of mandatory XBRL and IFRS adoption and audit fees: Evidence from the Shanghai Stock Exchange,2016,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-effect-of-mandatory-xbrl-and-ifrs-adoption-and-audit-fees-evi,International Journal of Managerial Finance,1,1111
9098,An empirical comparison of the effect of XBRL on audit fees in the US and Japan,2015,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/an-empirical-comparison-of-the-effect-of-xbrl-on-audit-fees-in-th,Journal of Contemporary Accounting and Economics,1,1368
9099,The effect of board and chairperson independence: an examination of CEO dismissal in Australia,2015,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-effect-of-board-and-chairperson-independence-an-examination-o,"International Journal of Accounting, Auditing and Performance Evaluation",1,985
9100,"Value relevance, earnings management and corporate governance in China",2015,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/value-relevance-earnings-management-and-corporate-governance-in-c,Emerging Markets Review,1,631
9101,An Empirical Analysis of the Effect of Internationalization on the Performance of Unlisted Family and Nonfamily Firms in Australia,2014,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/an-empirical-analysis-of-the-effect-of-internationalization-on-th,Family Business Review,1,749
9102,Does XBRL Benefit Financial Statement Auditing?,2014,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/does-xbrl-benefit-financial-statement-auditing,Journal of Computer Information Systems,1,1354
9103,The impact of internal governance mechanisms on audit quality: a study of large listed companies in China,2014,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-impact-of-internal-governance-mechanisms-on-audit-quality-a-s,"International Journal of Accounting, Auditing and Performance Evaluation",1,985
